order,asn_description,count,name,industry
4925,"FLYLink Telecom, BR",64
4926,"GENERAL-MOTORS-CORPORATION, US",64
4927,"FLTECH, US",64
4928,"SIL-CITYCABLE-AS, CH",64
4929,"FIBO, NL",64
4930,"VIAIP-AS-AP Buroserv Australia Pty Ltd, AU",64
4931,"TELKONEKT-AS TELKONEKT Autonomous System, PL",64
4932,"Opcao Telecom, BR",64
4933,"CEC, US",64
4934,"TUXIS, NL",64
4935,"ECE-MAD-DATA Evolutio_Cloud_Enabler_Madrid_Datacenter, ES",64
4936,"EQUINIX-EC-TR, US",64
4937,"RGCOM-VANCO-HAI, GB",64
4938,"UNIVISION-AS-AP UNIVISION LLC, MN",64
4939,"  WOODYNET-2, US",64
4940,"AXARNET-AS, ES",64
4941," Hondutel, HN",64
4942,"MTI-TELEPORT, DE",64
4943,"IPSERVERONE-AS-AP IP ServerOne Solutions Sdn Bhd, MY",64
4944,"STREAM-TV-TAMBOV-AS, RU",64
4945,"SMRN-NET, US",64
4946,"Predlink Rede de Telecomuniccoes Ltda, BR",64
4947,"LINKEDIN, US",64
4948,"SUNYOW, US",64
4949,"GENIAS-AS, DE",64
4950,"DATAPIPE-ASN2, US",64
4951,"ITENOS ITENOS GmbH, DE",64
4952,"JASTEL-NETWORK-TH-IDC-AP JasTel Network, TH",64
4953,"WEHOSTWEBSITES-COM, US",64
4954,"ARROWNET, GB",64
4955,"WI - Provedor de Telecomunicacoes Ltda., BR",64
4956,"  RECNET-AS, US",64
4957,"MONROE-COMMUNITY-COLLEGE, US",64
4958,"CONNECT-AS-AP Connect Communications, PK",64
4959,"TELEHOUSE-AS, BG",64
4960,"ICONA-AS, LY",64
4961," UNIVHAWAII, US",64
4962," STNORBERTCOLLEGE, US",63
4963,"NEXTHOP, NO",63
4964,"BACI, CA",63
4965,"SERCOMTEL SA TELECOMUNICACOES, BR",63
4966,"SFU-AS, CA",63
4967,"LAUNTEL-AS-AP Launtel, AU",63
4968," WANSECURITY, US",63
4969,"NTC-AS, RU",63
4970,"SUSQ-BALA, US",63
4971," ASN-DOCKLANDS-DATA-CENTRE-LTD DDCL, GB",63
4972,"VIASAT-3, US",63
4973,"SILVERNET, US",63
4974,"AINET-AS, AT",63
4975,"ASHOMENET, UA",63
4976,"INFORENT-AS *******************************, DE",63
4977,"GLOBALLAYER, NL",63
4978,"GREATWAVE-HE-A, US",63
4979,"QUICKD, SE",63
4980,"S-UTOPIA SAKURA KCS Corporation., JP",63
4981,"ENZUINC-, US",63
4982,"DB3 SERVICOS DE TELECOMUNICACOES S.A, BR",63
4983,"CZTTNET-AS, CZ",63
4984,"OPITEL, IT",63
4985,"CJONLINE CJONLINE ISP India, IN",63
4986,"CYSO-AS, NL",63
4987,"DWS-NY, US",63
4988,"LIGHTNINGFIBRE, GB",63
4989,"ONEQODEASSETS-AS-AP OneQode Gaming Carrier, AU",63
4990,"LINZNET-AS, AT",63
4991,"CMPAKLIMITED-AS-AP CMPak Limited, PK",63
4992,"PLINQ, NL",63
4993,"ACE-STX, VI",63
4994," YONSEI-AS-KR Yonsei University, KR",63
4995,"INFOTECH-GRUP, MD",63
4996,"SARATOV-AS, RU",63
4997," UMAC-AS-AP University of Macau, MO",63
4998,"UTEAM-AS, UA",63
4999,"ONLINEMAC, US",63
5000,"QZN-ASN-001, CA",63
5001," POZMAN POZMAN-EDU, PL",63
5002,"BEC-FIBER, US",63
5003,"STIM-COMPUTING-AS Peering: peering@visolit.no, NO",63
5004,"GOESH-AS-KR Gyeonggi siheung office of education, KR",63
5005,"VNSL-AS, US",63
5006,"TES-PL-AS-AP Trans World Enterprise Services Private Limited, PK",63
5007,"NOMOTECH 53 avenue de la pierre vallee, FR",63
5008,"JMF-NETWORKS, US",63
5009,"LIGHTWIRE-AS-AP Lightwire LTD, NZ",62
5010,"SONITEL, NE",62
5011,"BTTGROUP-AS, GB",62
5012,"  JY-MOBILE-COMMUNICATIONS, US",62
5013,"LANTA-AS, RU",62
5014,"WANTECH, SE",62
5015,"NORVADO-NET, US",62
5016,"LASTMILE, SK",62
5017,"GBTA-ASN, US",62
5018,"INFOLINK-AS, DK",62
5019,"HOSTILOX, TR",62
5020,"HOSTHATCH, US",62
5021,"DSLMOBIL, DE",62
5022,"MTSDOO-AS, RS",62
5023,"NB-NETWORKS, US",62
5024,"WAL-MART, US",62
5025,"FPL, US",62
5026,"AS-UTRGV, US",62
5027,"IPVG-AS-AP IP-Converge Data Center, Inc., PH",62
5028,"PHOENIXNAP-AS-SG1 PhoenixNAP, SG",62
5029,"DDOS-GUARD, RU",62
5030,"ECOLANDO, LT",62
5031,"ZA-1-Grid, ZA",62
5032,"AKAMAI-ASN2, NL",62
5033,"ASPIXOYO, SE",62
5034,"MEGAWEB_IT_BIELLA, IT",62
5035,"DSV, DK",62
5036,"FATBEAM-TEKFINITY, US",62
5037,"CONESTOGA-COL, CA",62
5038,"RENOME-AS, UA",62
5039,"ASN-NETHOLDING Autonomous System for Netholding., NL",62
5040,"PACIFICRACK, US",62
5041,"Fonelight Telecomunicacoes SA, BR",62
5042," one4vision, DE",62
5043,"SAIL-INET, US",62
5044," DNIC-AS-04010, US",62
5045," CSLOX-IDC-AS-AP CS LOXINFO Public Company Limited., TH",62
5046,"SECUREBIT Securebit Autonomous System, CH",62
5047,"VMWARE-SASE, US",62
5048,"RACKSPACE-AP Rackspace IT Hosting AS IT Hosting Provider Hong Kong, HK",62
5049,"HELLAS_SAT-ASN, CY",62
5050,"EPIX-KTW-GLOBALMIX, PL",62
5051,"INFINITECOM, US",62
5052,"IPNG-AS-AP IPNG, AU",62
5053,"VIKINGBROADBAND, US",62
5054,"NCC-ASN, US",62
5055,"AS-PHOENIX-J Phoenix Communications Inc., JP",62
5056,"PBB-OPELIKA, US",62
5057,"THE-BANK-OF-NEW-YORK-MELLON-CORPORATION-AS11911, US",62
5058,"TKCHOPIN-AS, PL",62
5059,"MF-DV-AS, RU",62
5060,"STARRY-NY, US",62
5061,"CLOUDSIGMA-AS, CH",62
5062,"LOGIN, US",62
5063," NDMPL-AS-AP News Digital Media Pty Limited, AU",62
5064,"Universidad Catolica de Valparaiso, CL",62
5065,"ISPPRO-AS ISPPRO-AS covers the networks of ISPpro, DE",61
5066,"RBPL-IN Rural Broadband Pvt. Ltd, IN",61
5067," PRTSYSTEMS PRT Systems Ltd Clearhost Transit AS, GB",61
5068,"DTS-SYSTEME-MUENSTER DTS Systeme Munster GmbH, DE",61
5069,"FLYS INTERATIVA LTDA, BR",61
5070,"HOSTROYALETECHNOLOGIES-AS-AP HostRoyale Technologies Pvt Ltd, NZ",61
5071,"RESOURCES-22808, US",61
5072,"CIRBN-LLC, US",61
5073,"ASN-EQIX-OSAKA-AP Equinix Asia Pacific, JP",61
5074,"ZESSNPL-AS-IN Zess Networks Private Limited, IN",61
5075,"BAXET-GROUP, US",61
5076," PIMA-COLLEGE, US",61
5077,"KTAB-AS, FI",61
5078,"BESTNAP, US",61
5079,"CTC. CORP S.A. TELEFONICA EMPRESAS, CL",61
5080,"FT-AS, RU",61
5081,"MNNEWS-AS, ME",61
5082,"ESCOMBG-AS Local Internet Service Provider Bulgaria, BG",61
5083,"BLEDSOE, US",61
5084,"CINTE Telecom Comercio e Servicos Ltda., BR",61
5085,"BJAREKRAFT, SE",61
5086,"CABASE Camara Arg de Base de Datos y Serv en Linea, AR",61
5087,"OPTITRUST, DE",61
5088," MSU Vorobjovy Gory, Moscow, Russia, RU",61
5089,"SKYTELEVISION-AS-AP Sky Network Television Ltd, NZ",61
5090,"CF-KRK, PL",61
5091,"INFOCLIP-AS, FR",61
5092,"JOINTTRANSIT-AS, NL",61
5093,"BAESYSTEMS, US",61
5094,"MECHANICSVILLE, US",61
5095,"CLE-COMM CLE CORELINK COMM, CN",61
5096,"SPECT-19-AS, US",61
5097," CHEVRON, US",61
5098,"AS-INAPCDN-OCY, US",61
5099,"RIKT-AS, RU",61
5100," CO-2COM-AS Moscow, RU",61
5101," TUC-AS, GR",61
5102," MEO-INTERNACIONAL MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A., PT",61
5103,"ASN-SEVERTTK, RU",61
5104,"CLOUDWEBMANAGE-, IL",61
5105," NITC Amman - Jordan, JO",61
5106,"MEGA TELE INFORMATICA, BR",61
5107,"DATACITY, CA",61
5108," NETISSAT-AS Internet Service Provider, BG",61
5109,"DPL-AS-AP DGTEK PTY LTD, AU",61
5110,"X-ION, DE",61
5111,"XTGLOBAL, VG",61
5112,"X2COM, NL",61
5113," DRCSCNET Development & Research Center of State Council Net., CN",61
5114,"SUMMITINTERNET-AS-AP Summit Internet Australia, AU",61
5115,"AXESS, DE",61
5116,"PTNET, EE",61
5117," MASSACHUSETTS, US",61
5118," MCNTT-AS MCNTT Autonomous System, RU",61
5119,"NETOIP, IT",61
5120," UNICOM-B-AS NREN - Bulgaria, BG",61
5121,"MVSGROUP-AS, AU",61
5122,"MUNICH-AIRPORT-AS, DE",60
5123,"WEBINT, US",60
5124,"PREMIER-GC-AS, RU",60
5125,"NDT-AS, GB",60
5126,"SCANCOM, GH",60
5127,"DINAHOSTING-AS, ES",60
5128,"OMNISYNC-NETWORKS, US",60
5129,"APOG-ALBANY, US",60
5130,"SWIFTNG-ASN, NG",60
5131,"RITSUMEI Ritsumeikan University, JP",60
5132,"Hoinaski & Sklasky Ltda, BR",60
5133,"SH2206-AP UNIT A17,9F SILVERCORP INTL TOWER 707-713 NATHAN RD, HK",60
5134,"AIS-AS, US",60
5135,"CFU-NET, US",60
5136,"CELLKABEL, HU",60
5137,"CHINATELECOM-FUJIAN-XIAMEN-IDC1 Xiamen, CN",60
5138,"NARACOM-, HU",60
5139,"EDERA_GROUP, CZ",60
5140,"STATE-OF-COLORADO-MNT-NETWORK, US",60
5141,"CASNET, US",60
5142,"CENTRONETAS Czech Republic, CZ",60
5143,"RADIONET-AS Vodocomfort, RU",60
5144,"HONEYCOMB, US",60
5145,"IRONPORT-SYSTEMS-INC, US",60
5146,"NETDSIGN-AS, DE",60
5147,"METRO TELECOMUNICACOES SA, BR",60
5148,"QITX-INC, CA",60
5149,"NEUVIZ-AS-ID-AP Neuviz Net, ID",60
5150,"XSERVER Xserver Inc., JP",60
5151," IPNET, CZ",60
5152,"TEMPEST-HOSTING, US",60
5153," GTA-AP Teleguam Holdings, LLC, GU",60
5154,"ZFP-ASN-1, US",60
5155,"ASN-JETCOMS JETCOMS-ID Autonomous system, ID",60
5156,"DRIK-BD Drik ICT Ltd, BD",60
5157,"SERVAXNET, US",60
5158,"INTERWAN-AS, PL",60
5159,"SWMR-AS Citynet Marburg, DE",60
5160,"MKC-AS, UA",60
5161,"PREMI, PL",60
5162,"TELEPOINT, BG",60
5163,"ZC38-AS2, US",60
5164,"AS-NETZERO, US",60
5165,"QTS-CHI, US",60
5166,"HNET-OVAN, SE",59
5167,"GULFBRIDGEINTERNATIONAL, VG",59
5168,"HISI, FR",59
5169,"APSFL-AS Andhra Pradesh State FiberNet Limited, IN",59
5170,"AS33313, US",59
5171,"KAORA Czech Republic, CZ",59
5172," EBAY-DE-AS, CH",59
5173,"IZARLINK1, FR",59
5174,"SENTEX-NET, CA",59
5175,"TURNKEY-INTERNET, US",59
5176,"SDCL-AS-AP Sky Digital Co., Ltd., TW",59
5177," HPES, US",59
5178,"BRIGHTSTAR Brightstar AS object, GB",59
5179,"TELENETSIA-AS Telenet AUT-NUM peering specification object, LV",59
5180,"JETNET, ES",59
5181,"CHANUTE, US",59
5182,"DATAYARD, US",59
5183,"RSM-CONNECT-AS RSM Connect, DE",59
5184,"ASN-SOL, US",59
5185,"POCOS, NL",59
5186,"GMEDIA-AS-ID PT Media Sarana Data, ID",59
5187," BCIT, CA",59
5188,"MOMENTUM33059, US",59
5189,"TROLLFJORD, NO",59
5190,"PARISAT, HU",59
5191,"COASTCONNECT-01, US",59
5192,"O3B-AS SES Networks - Internet Service Provider operating GEO and MEO satellite constellation, LU",59
5193,"UIA11841, US",59
5194,"BRIDGEP-AS, GB",59
5195,"CWCS-PS CompuWeb Communications Services Ltd, GB",59
5196," Commercial ISP, GB",59
5197,"ISIX-AS, GB",59
5198,"AICS Otsuka Corp., JP",59
5199,"PROVEDOR NET MAIS LTDA - ME, BR",59
5200,"ILAIT, SE",59
5201,"TCN-AS Tokyo Cable Network.,INC, JP",59
5202,"FIAT-AS2, IT",59
5203,"ATHEEB-AS, SA",59
5204,"ZINIA-ISP-AS, ZA",59
5205,"IRTC-NET, US",59
5206,"HAEFELETV, US",59
5207,"DIALPAD, US",59
5208,"Iclix-CC, ZA",59
5209,"Click Tecnologia e Telecomunicacao Ltda, BR",59
5210,"QUALITYHOSTING-AS D-63571 Gelnhausen, DE",59
5211,"COMPLETE Complete network, DE",59
5212,"ASTRATELEKOM, RS",59
5213,"UPCSPL-AS-IN U.P. COMMUNICATION SERVICES PVT LTD, IN",59
5214,"PCM-ATL-HOSTING, US",59
5215,"SPEEDCAST-AU SPEEDCAST AUSTRALIA PTY LIMITED, AU",59
5216,"GPTEL-AS, RU",59
5217," TWC-8052-PEAKVIEW, US",59
5218," GVS-AS Am Wallgraben 135, DE",59
5219,"POIG-AS, RU",59
5220,"CSSBB, US",59
5221,"LOGIS-AS-1, US",59
5222,"MICROSET MAQUINAS E SERVICOS LTDA, BR",59
5223,"INTELLIN-AS, RU",58
5224,"SWAZINET, SZ",58
5225,"NETWORK-LEAPSWITCH-IN LeapSwitch Networks Pvt Ltd, IN",58
5226,"SEVEREN-TELECOM_TRANSIT SEVEREN-TELECOM, RU",58
5227,"CEDIA, EC",58
5228,"ZBRIDGE, SE",58
5229,"GRUPO ZGH SPA, CL",58
5230,"NORTH TELECOMUNICACOES EIRELI, BR",58
5231," HARENET HARENET INC., JP",58
5232,"URAN Kiev, Ukraine, UA",58
5233," XNNET, US",58
5234," AS6717 UK ISP, GB",58
5235,"ARTNET2, PL",58
5236,"VODAFONE_UK_ASN, GB",58
5237,"XGLOBE-199391, IL",58
5238,"XSALTO-AS, FR",58
5239," APEXNCC-AS Gagarina avenue, building 7, room 61, UA",58
5240," HCSNET-ASNBLK, US",58
5241,"CYXTERA-CYXTERA-TECHNOLOGIES-INC, US",58
5242,"MTS-FBN-SIBERIA-AS, RU",58
5243,"MONZOON-AS, CH",58
5244,"GREENFLASH, ZA",58
5245," MOBIKOM Mobikom Internet Department, BG",58
5246,"Micropic Ltda, BR",58
5247,"OMNITEL, US",58
5248,"SSERV-AS, RU",58
5249,"COIG-AS, PL",58
5250,"DIGICOMALBANIA-AS Digicom Albania, AL",58
5251,"SWTC, US",58
5252,"PACKET-WORKS, CA",58
5253," PKNU-AS Pukyong National University, KR",58
5254,"VIRTELA-1, US",58
5255,"WCU, US",58
5256,"L3 NETWORKS E TELECOMUNICACOES LTDA, BR",58
5257,"WorldNet Telecom Comercio e Servicos de Telecomuni, BR",58
5258,"MCK-EUROPE-AS, US",58
5259,"JBN-TEL, US",58
5260,"ROYALE-AS, NL",58
5261,"MOJI moji, FR",58
5262,"OSE-AS, NO",58
5263,"COMMUNITY-INTERNET-PROVIDERS, US",57
5264,"GIGANET-HU GigaNet Internet Service Provider Co, HU",57
5265,"BLIZOO, MK",57
5266,"GE-MS003, US",57
5267,"ANTIK, SK",57
5268,"SNS-COLO, US",57
5269,"S-NETCOM, US",57
5270," FR-RENATER RENATER_ASNBLOCK1, EU",57
5271,"INTERNET-4, LT",57
5272," SUNYNET-ASN-AS, US",57
5273," STARHUB-INTERNET StarHub Ltd, SG",57
5274,"BRADLEY-UNIVERSITY, US",57
5275,"ASN-SJFC, US",57
5276,"GLOBALNET, US",57
5277,"REGION16-ESC, US",57
5278,"MOVECLICKLLC, US",57
5279,"SHAWNEELINK, US",57
5280,"ISOCEL, BJ",57
5281,"ONLYCABLE-AS, ES",57
5282,"CYBERA, CA",57
5283,"VERTEX, US",57
5284,"AZMA-AS, IR",57
5285,"TWRS-SEA, US",57
5286,"MARK-TWAIN, US",57
5287," CENTRIN-AS-AP PT Centrin Utama, ID",57
5288,"SCAP-AS, US",57
5289,"AXIAN-HU-AS, HU",57
5290,"UNIVERSIDAD AUTONOMA DE QUERETARO, MX",57
5291,"NEDERLANDNET-AS, NL",57
5292,"COGNIZANT-IN-AP Cognizant Technology Solutions India Pvt Ltd, IN",57
5293,"BBCOM, US",57
5294," OBE-NET, SE",57
5295," KRASNET-AS PJSC Rostelecom ex Sibirtelecom KRSN, RU",57
5296,"MULTIPLAYPL-AS, PL",57
5297,"ASSEWI, DE",57
5298,"CLEAR-ACCESS, ZA",57
5299," PLANET, US",57
5300,"CONFIGO-AS, DE",57
5301," STPI-NOIDA Software Technology Parks of India,Block-IV, IN",57
5302,"AS53550, US",57
5303,"PJSC Rostelecom Blagoveschensk, RU",57
5304,"SUOMICOMMUNICATIONS, FI",57
5305,"VOLJATEL-HR-AS Zagreb, HR",57
5306,"KUMC, US",57
5307,"SPTEL-AP Soul Pattinson Telecommunications Pty Ltd, AU",57
5308,"TNS, KZ",57
5309,"MICSO-SRL-AS Via Tiburtina Valeria, 3183, IT",57
5310,"ANTTEL-AS-AP Spirit Telecom Australia Pty Ltd, AU",57
5311,"V.B. Telecomunicacoes LTDA., BR",57
5312,"AMERICATEL PERU S.A., PE",57
5313,"INF-NET-AS, RU",57
5314,"BLUELOTUS-AS Blue Lotus Support Services Pvt Ltd, IN",57
5315,"TULAROSA-COMMUNICATIONS, US",57
5316,"PETROTEL-AS Petrotels commercial IP network Chemikow 7, Plock Poland, PL",57
5317," CSC-IGN-FTW-AS4237, US",56
5318,"CRT, FR",56
5319,"TRIPLEC-ASN, IL",56
5320,"AWCC-AS-AP Afghan Wireless Communication Company, AF",56
5321,"Neunet S.A., AR",56
5322,"GREENFLOID-AS, US",56
5323," 360-COMMUNICATIONS, US",56
5324,"KELLINCOM-1, US",56
5325,"SMOA-STATEOFMISSOURI-01, US",56
5326,"ARMORCONNECTIC-AS, FR",56
5327,"TNGNET, NL",56
5328,"TTCLDATA, TZ",56
5329,"ECONOCOM-AS, FR",56
5330,"YARNET-AS, RU",56
5331,"SVORKA, NO",56
5332,"CCI, CA",56
5333,"GOOGLE-IT-RO-ISP, CH",56
5334,"KNU-AS Kyungpook National University, KR",56
5335,"VPNTRANET-LLC, US",56
5336,"SYDFYN, DK",56
5337,"INTERCITY-TECH-UKCORE, GB",56
5338," NEOCOMISP-KH-AP NEOCOMISP LIMITED, IPTX Transit and Network Service Provider in Cambodia., KH",56
5339,"Wiltel Comunicaciones SA, AR",56
5340," MOBINET-AS-MN Mobinet LLC. AS Mobinet Internet Service Provider, MN",56
5341,"T-NET Tama Cable Network Co.,Ltd., JP",56
5342," TWRS-PHL, US",56
5343,"MNET, US",56
5344," JAEA Japan Atomic Energy Agency, JP",56
5345," CETIN-HU Torokbalint, Hungary, HU",56
5346,"ASQUICKNET Kabelfernsehn Boedeli in Interlaken Switzerland, CH",56
5347,"SELFNET-AS, AT",56
5348,"FDU, US",56
5349,"BAIKALTRANSTELECOM Irkutsk, Russia, RU",56
5350,"BNS-AS, GB",56
5351,"sun-asn, SC",56
5352,"DEKALB, US",56
5353,"ISTQSERVERS-AS, JO",56
5354,"KVIKNET-, DK",56
5355,"ECN-AS1, ZA",56
5356,"ORANGEFR-PORTAL-AS DSI mutualized internet access, FR",56
5357,"OMEGA-TX, US",56
5358,"DIL-AP DIRECT INTERNET LTD., IN",56
5359,"VKONTAKTE-SPB-AS vk.com, RU",56
5360,"ASN-XTUDIONET, ES",56
5361,"EQUINIX-CONNECT-GERMANY Equinix Germany, DE",56
5362,"AAMRA-NETWORKS-AS-AP aamra networks limited, BD",56
5363," SKYVISION, BM",56
5364,"WT-AUR, US",56
5365," EPFL-AS, US",56
5366,"CHARTER-40294-DC, US",56
5367,"SYNTEC-AS, GB",56
5368,"BIGSTEP-CLOUD, GB",56
5369," DNIC-AS-02749, US",56
5370,"MYKRIS-AS-MY Mykris Asia, Managed Network and Service Provider, MY",56
5371,"UNUSED, US",56
5372,"Life Tecnologia Ltda., BR",56
5373,"RG SILVEIRA LTDA, BR",56
5374,"VISTA, US",56
5375,"Empresa de Recursos Tecnologicos S.A E.S.P, CO",56
5376,"CH-POSTNETZ Post CH AG, CH",55
5377,"WGL-107-ZONA-WYYERD, US",55
5378,"ZAPBYTES-AS-IN Zapbytes Technologies Pvt. Ltd., IN",55
5379,"NV-RL, IL",55
5380," CAT-CLOUD-AP CAT Telecom Public Company Limited, TH",55
5381,"BIGBANDNET-MY Bigband Sdn Bhd, MY",55
5382,"WATERCORP-NON-AS-AP WATER CORPORATION, AU",55
5383,"ICTGLOBE, ZA",55
5384,"NEXT-CONNEX, GB",55
5385," LIUNET, US",55
5386,"LPOK-AS, FI",55
5387," FR-AMPLIVIA Conseil Regional Rhone Alpes, EU",55
5388,"INAP-FRA, GB",55
5389,"RWTS-AS-AP Real World - The Core, AU",55
5390,"CRITICALCASE, IT",55
5391,"PTKOM-AS PortTelekom Autonomous system, RU",55
5392,"SIQESPL-AS-AP SHASS INFORMATION & QUALITY ENGINEERING SERVICES PVT LTD, IN",55
5393,"VIDNOENET, SI",55
5394,"TDS-AS-ID Telemedia Dinamika Sarana, PT, ID",55
5395," Metrotel SA ESP, CO",55
5396,"KBONECLOUDGP-AS-KR KOOKMIN BANK, KR",55
5397,"SECURUS, GB",55
5398,"VOICEHOST, GB",55
5399,"INFB2-AS, CA",55
5400,"COLOG, US",55
5401," IIAT-AS IIAT Autonomous System, RU",55
5402,"KONNET TELECOMUNICACOES LTDA - EPP, BR",55
5403,"BRESCOBROADBAND, US",55
5404,"NVIDIA-NET, US",55
5405,"LAITILANPUHELIN, FI",55
5406,"LEXIS2-AS, US",55
5407,"PICTIME-AS, FR",55
5408,"GTBAS, US",55
5409,"CONECTA LTDA., BR",55
5410,"MF-CENTER-AS, RU",55
5411,"BLOOMBERG-NET, US",55
5412," AKSHI, AL",55
5413,"ARTMOTION-AS, AL",55
5414,"AS-CMN-LS, US",55
5415,"ATOS-AS, FR",55
5416," UVM-EDU-AS, US",55
5417," UNIVCENTFLA, US",55
5418,"NRB-AS, BE",55
5419,"UARK-FAYETTEVILLE, US",55
5420,"NHL-AS1, GB",55
5421,"TERA-BYTE, CA",55
5422,"AKNWS-NET Asahi Kasei Networks Corporation, JP",55
5423,"MAO Mohammad Ali Obeidat, JO",55
5424,"GRAYSON-COLLIN-COMMUNICATIONS, US",55
5425,"NDMC NIKKEI ADVANCED SYSTEMS INC., JP",55
5426,"CBCNET Beijing Tian Wei Xin Tong technology corp. limited., CN",55
5427,"HOSTA-LAS, US",55
5428,"GSU, US",55
5429," FAMU, US",55
5430,"GTEK-COMMUNICATIONS, US",55
5431,"ROUTERHOSTING, US",55
5432,"MIGHTY-OAK-TECH, US",55
5433,"BBG TELECOM LTDA, BR",55
5434,"ETHAN-AU-AP Ethan Group, AU",54
5435," MSEN-SYSTEM, US",54
5436,"BEDGE-CO-LIMITED, US",54
5437,"HICT JCOM Co., Ltd., JP",54
5438,"RIKEN RIKEN, JP",54
5439,"CORPORATIVA TELECOMUNICACOES EIRELI ME, BR",54
5440,"BJKSCNET Beijing Kingsoft Cloud Internet Technology Co., Ltd, CN",54
5441,"OSHEAN, US",54
5442,"IDIGITAL, CA",54
5443,"LUTECH-ICTEAM, IT",54
5444,"Osirnet Info Telecom Ltda., BR",54
5445,"ASN-CBCBH, US",54
5446," SENCINET LATAM ARGENTINA SA, AR",54
5447,"PIONEERINTERNET, US",54
5448,"RHNET SURISRHnet, IS",54
5449,"PSV-HEES-NET, DE",54
5450,"EHOSTIDC-AS-KR EHOSTICT, KR",54
5451,"SAGRADO, US",54
5452," ENTEL CHILE S.A., CL",54
5453,"SCALEMATRIX, US",54
5454,"OPTIMA, IT",54
5455,"COMNET-DATACENTER-ISTANBUL, TR",54
5456,"MEDIAM-AS, FI",54
5457,"SERVER-CLOUD-CANADA, CA",54
5458,"ICNET JCOM Co., Ltd., JP",54
5459,"GATEWAY-FIBER, US",54
5460,"LINKER-AS, FR",54
5461,"UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS, MX",54
5462,"SIBITEX, RU",54
5463,"NEONET, US",54
5464,"CITTA TELECOM LTDA, BR",54
5465,"PREPA-NETWORKS-LLC, US",54
5466,"WGELD-ASN, US",54
5467,"JINX-AS-AP JINX CO., LIMITED, HK",54
5468," ERTH-TRANSIT-AS, RU",54
5469," SKB-DONGDAEMUNCABLEINTERNET-AS-KR SK Broadband Co Ltd, KR",54
5470,"SYSSRC, US",54
5471,"GROUPE-CYRES, FR",54
5472,"NOL, EG",54
5473,"VU-NET, US",54
5474,"ESTNOC-GLOBAL, EE",54
5475,"AXS Bolivia S. A., BO",54
5476,"TELIN-NET-SG TELEKOMUNIKASI INDONESIA INTERNATIONAL, PTE.LTD, SG",54
5477,"TTCNET, RU",54
5478," NTTA-3946, US",54
5479,"SIPORTAL-AS Via Toledo, 5, IT",54
5480,"Power VT S.A., AR",54
5481,"VEGA, IT",54
5482,"BELCLOUD, BG",54
5483,"LEGENDCOM, GB",54
5484,"PDX, US",54
5485,"ORIONTELEKOMTIM-AS, RS",54
5486,"SIN Shanghai Information Network Co.,Ltd., CN",54
5487,"INTERSOLUTE, DE",54
5488,"IAXN-AS IAXN Telecom Pvt. Ltd., IN",54
5489,"INTERFIBRA-AS, ES",54
5490,"AS209737, TR",54
5491,"DHOLD, SE",54
5492,"MORDACCHINI, IT",54
5493,"NEPUSTILNET-AS01 Rathausstr. 3, DE",54
5494,"RCIT-CORNET, US",54
5495,"LEON-AS, PL",54
5496,"Comteco Ltda, BO",54
5497,"VIRTUALXS-AS, NL",54
5498," METU-NET Middle East Technical University  Orta Dogu Teknik Universitesi, EU",53
5499,"PIRIX-INET-AS PIRIX, St.Petersburg, Russia, RU",53
5500,"NEPTUNO-NET, PR",53
5501,"WAYNE-BOCES, US",53
5502,"REFATEC, IR",53
5503,"MAJESTIC-HOSTING-01, US",53
5504,"O2CLOUD, RU",53
5505,"TASCOM TELECOMUNICACOES LTDA, BR",53
5506,"CSUNIC1-AS-AP Charles Sturt University, AU",53
5507," SIGMANET-NIC, LV",53
5508,"GETESA, ZA",53
5509,"KNSURSELVA Kommunikations Netz Surselva, CH",53
5510,"DOMINOICT, NL",53
5511,"SPARKSTATION-SG-AP 10 Science Park Road, SG",53
5512,"NUSTREAM-COMMUNICATIONS, PR",53
5513,"WESTNET-IE WISP coverage - West of Ireland, IE",53
5514,"BAYCIX Benzstr. 13, DE",53
5515,"LOBOIS, US",53
5516,"SGN, SI",53
5517,"FTC-ASN1, US",53
5518,"PTX-AS, NL",53
5519,"VODAFONEQATAR, QA",53
5520,"CBC-AS, DE",53
5521," SNU-AS-KR Seoul National University, KR",53
5522,"ASN1, US",53
5523,"BALTICUM-TV-AS, LT",53
5524,"IVERNORGE, NO",53
5525,"HUGHES DE COLOMBIA S.A.S., CO",53
5526,"MEEZA, QA",53
5527,"SIRIUSTEC-, IT",53
5528,"CONNETU, GB",53
5529,"DTAPL-IGN-AUNZ-AP DXC Technology Australia Pty Limited, AU",53
5530,"TSTC-AS, US",53
5531,"TELTA-AS, DE",53
5532,"DANISH-CROWN-AS, DK",53
5533,"SENCINET LATAM BRASIL LTDA, BR",53
5534,"WIRTEK, IT",53
5535,"DTCCAAS, US",53
5536,"ALEXHOST, MD",53
5537," University de Los Andes, CO",53
5538,"FWSPL-AS-AP Fusionnet Web Services Private Limited, IN",53
5539,"HV TELEVISION S.A.S, CO",53
5540,"IAL, KE",53
5541,"INTELBI-AS, RU",53
5542,"ONECOM-AS, GB",53
5543,"DANSKNET Markedsgade 8, 1, DK",53
5544,"MF-UGSM-AS, RU",53
5545,"INTERNETTECH, RU",53
